ID;Systeem;Subthema;Categorie;Onderwerp;Omschrijving melding;Toelichting melding;Soort melding;Antwoord of oplossing
DOC-0108;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 14 – Gegevens wijzigen;14.3 Adreswijziging;Hoe werkt / wat betekent: Adreswijziging?;Een adreswijziging is één van de meest voorkomende wijzigingen, maar ook één van de;Paragraaf;"Een adreswijziging is één van de meest voorkomende wijzigingen, maar ook één van de
wijzigingen met veel gevolgen.
Stappenplan adreswijziging
• Zoek de juiste persoon.
• Controleer geboortedatum en huishouden.
• Controleer of de adreswijziging voor één persoon of het hele huishouden geldt.
• Vul het nieuwe adres zorgvuldig in.
• Controleer postcode en woonplaats.
• Controleer verhuisdatum indien bekend.
• Controleer parochie of locatie.
• Controleer wijk of bezorging.
• Controleer voorkeursparochie.
• Controleer kerkbijdrage indien van toepassing.
• Sla de wijziging op.
• Controleer de ledenkaart opnieuw.
• Belangrijke vraag
Verhuist de persoon alleen of verhuist het hele huishouden?
Dit is belangrijk bij:
• echtparen;
• kinderen;
• mantelzorgsituaties;
• opname in zorginstelling;
• scheiding;
• overlijden van partner;
• verhuizing naar verzorgingshuis.
• Veelgemaakte fouten
• alleen één persoon verhuizen terwijl het hele huishouden verhuisd is;
• het hele huishouden verhuizen terwijl slechts één persoon verhuisd is;
• voorkeursparochie vergeten;
• bezorgwijk niet controleren;
• kerkbijdrage niet controleren;
• oude adresgegevens overschrijven zonder bron.

Bron: Handleiding DocBase v1.8b, PDF-pagina 98."
DOC-0109;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 14 – Gegevens wijzigen;14.4 Telefoonnummer of e-mailadres wijzigen;Hoe werkt / wat betekent: Telefoonnummer of e-mailadres wijzigen?;Contactgegevens zijn handig, maar moeten zorgvuldig worden gebruikt.;Paragraaf;"Contactgegevens zijn handig, maar moeten zorgvuldig worden gebruikt.
Controleer:
• hoort het telefoonnummer bij deze persoon of bij het huishouden?
• is het een privé- of algemeen nummer?
• is het e-mailadres van de persoon zelf?
• mag het gebruikt worden voor parochiële communicatie?
• is het oude gegeven nog relevant?
• Veelgemaakte fouten
• e-mailadres van partner invullen bij verkeerde persoon;
• algemeen secretariaatsadres invullen bij particulier;
• oud telefoonnummer niet herkennen;
• contactgegevens gebruiken voor doel waarvoor ze niet zijn bedoeld.

Bron: Handleiding DocBase v1.8b, PDF-pagina 99."
DOC-0110;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 14 – Gegevens wijzigen;14.5 Naam wijzigen;Hoe werkt / wat betekent: Naam wijzigen?;Een naamwijziging moet voorzichtig worden uitgevoerd.;Paragraaf;"Een naamwijziging moet voorzichtig worden uitgevoerd.
Controleer of het gaat om:
• typefout;
• officiële naamswijziging;
• huwelijk;
• scheiding;
• gebruiksnaam;
• geboortenaam;
• partnernaam;
• tussenvoegsel.
Stappenplan naamcorrectie
• Controleer bron.
• Controleer of het een typefout of echte wijziging is.
• Controleer partner of huishouden.
• Pas alleen het juiste veld aan.
• Controleer weergave in lijsten en correspondentie.
• Maak bij twijfel een ticket.
• Veelgemaakte fouten
• geboortenaam overschrijven met partnernaam;
• tussenvoegsel verkeerd plaatsen;
• naam wijzigen op verkeerde persoon;
• historische gegevens verwijderen;
• kerkelijke registratie verwarren met gebruiksnaam.

Bron: Handleiding DocBase v1.8b, PDF-pagina 100."
DOC-0111;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 14 – Gegevens wijzigen;14.6 Burgerlijke staat wijzigen;Hoe werkt / wat betekent: Burgerlijke staat wijzigen?;Burgerlijke staat kan invloed hebben op partner, huishouden, correspondentie en soms;Paragraaf;"Burgerlijke staat kan invloed hebben op partner, huishouden, correspondentie en soms
kerkelijke gegevens.
Wijzig burgerlijke staat niet zomaar.
Controleer:
• bron;
• partnergegevens;
• huwelijk;
• scheiding;
• overlijden;
• huishouden;
• SILA-mutatie;
• kerkelijke data.
• Bij twijfel altijd ticket maken.

Bron: Handleiding DocBase v1.8b, PDF-pagina 100."
DOC-0112;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 15 – Verhuizing verwerken;Hoofdstuk 15 – Verhuizing verwerken;Hoe werkt / wat betekent: Hoofdstuk 15 – Verhuizing verwerken?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom verhuizing meer is dan adres aanpassen; Soorten";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom verhuizing meer is dan adres aanpassen; Soorten
verhuizingen; Stappenplan verhuizing; Veelgemaakte fouten bij verhuizing; en Kwaliteitscheck verhuizing.

Bron: Handleiding DocBase v1.8b, PDF-pagina 101."
DOC-0113;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 15 – Verhuizing verwerken;15.1 Waarom verhuizing meer is dan adres aanpassen;Waarom verhuizing meer is dan adres aanpassen?;Een verhuizing kan gevolgen hebben voor de hele administratie. Daarom krijgt verhuizing een;Paragraaf;"Een verhuizing kan gevolgen hebben voor de hele administratie. Daarom krijgt verhuizing een
eigen hoofdstuk.
Bij een verhuizing kunnen veranderen:
• adres;
• huishouden;
• parochie;
• locatie;
• wijk;
• bezorging;
• looplijst;
• kerkbijdrage;
• voorkeursparochie;
• SILA-status;
• communicatie.

Bron: Handleiding DocBase v1.8b, PDF-pagina 101."
DOC-0114;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 15 – Verhuizing verwerken;15.2 Soorten verhuizingen;Hoe werkt / wat betekent: Soorten verhuizingen?;Er zijn verschillende situaties.;Paragraaf;"Er zijn verschillende situaties.
• Verhuizing van het hele huishouden
• Bijvoorbeeld een echtpaar verhuist samen naar een nieuw adres.
Controleer:
• beide partners;
• eventuele kinderen;
• nieuw adres;
• parochie-indeling;
• bezorging;
• kerkbijdrage.
• Verhuizing van één persoon uit het huishouden
Bijvoorbeeld een kind gaat zelfstandig wonen of een partner verhuist naar een zorginstelling.
Controleer:
• wie verhuist?
• blijft het huishouden bestaan?
moet een nieuw huishouden worden aangemaakt?
wat gebeurt met correspondentie?
• wat gebeurt met kerkbijdrage?
• Verhuizing naar zorginstelling
• Bij verhuizing naar een zorginstelling is extra controle nodig.
Vragen:
• blijft partner op oude adres?
• moet correspondentie naar nieuw adres?
• verandert parochie?
• blijft voorkeursparochie bestaan?
• wie ontvangt post?
• is er kerkbijdrage?
• is er pastorale opvolging nodig?
• Verhuizing buiten parochiegebied
Bij verhuizing buiten het parochiegebied controleert u:
• blijft persoon verbonden aan oude parochie?
• is voorkeursparochie nodig?
• stopt lokale bezorging?
• verandert kerkbijdrage?
• moet SILA iets verwerken?

Bron: Handleiding DocBase v1.8b, PDF-pagina 101."
DOC-0115;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 15 – Verhuizing verwerken;15.3 Stappenplan verhuizing;Hoe werkt / wat betekent: Stappenplan verhuizing?;Zoek de juiste persoon.;Paragraaf;"Zoek de juiste persoon.
• Controleer Rel-ID, geboortedatum en huishouden.
• Bepaal wie verhuist.
• Controleer bron van de verhuizing.
• Vul nieuwe adresgegevens in.
• Controleer postcode en woonplaats.
• Controleer parochie of locatie.
• Controleer voorkeursparochie.
• Controleer wijk en bezorging.
• Controleer kerkbijdrage en debiteur.
• Controleer vrijwilligersfunctie indien van toepassing.
• Sla op.
• Controleer de ledenkaart opnieuw.
• Maak een ticket bij onduidelijkheden.

Bron: Handleiding DocBase v1.8b, PDF-pagina 103."
DOC-0116;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 15 – Verhuizing verwerken;15.4 Veelgemaakte fouten bij verhuizing;Hoe werkt / wat betekent: Veelgemaakte fouten bij verhuizing?;"verkeerde persoon verhuisd;";Paragraaf;"verkeerde persoon verhuisd;
• partner niet mee verhuisd terwijl dat wel moest;
• partner mee verhuisd terwijl die achterblijft;
• kinderen vergeten;
• zorginstelling niet goed verwerkt;
• voorkeursparochie vergeten;
• bezorgwijk niet aangepast;
• kerkbijdrage niet gecontroleerd;
• oude adresgegevens onzorgvuldig overschreven.

Bron: Handleiding DocBase v1.8b, PDF-pagina 103."
DOC-0117;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 15 – Verhuizing verwerken;15.5 Kwaliteitscheck verhuizing;Hoe werkt / wat betekent: Kwaliteitscheck verhuizing?;☐ Juiste persoon gecontroleerd.;Paragraaf;"☐ Juiste persoon gecontroleerd.
☐ Huishouden gecontroleerd.
☐ Duidelijk wie verhuist.
☐ Nieuw adres correct.
☐ Parochie/locatie gecontroleerd.
☐ Voorkeursparochie gecontroleerd.
☐ Wijk/bezorging gecontroleerd.
☐ Kerkbijdrage gecontroleerd indien relevant.
☐ Vrijwilligersfunctie gecontroleerd indien relevant.
☐ Kaart na opslaan opnieuw bekeken.

Bron: Handleiding DocBase v1.8b, PDF-pagina 103."
DOC-0118;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;Hoofdstuk 16 – Overlijden verwerken;Hoe werkt / wat betekent: Hoofdstuk 16 – Overlijden verwerken?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom overlijden zorgvuldig moet worden verwerkt; Bronnen";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom overlijden zorgvuldig moet worden verwerkt; Bronnen
voor overlijden; Stappenplan overlijden; Partner en huishouden; en Kerkbijdrage na overlijden. Ook de overige
paragrafen in dit hoofdstuk werken deze onderwerpen verder uit.

Bron: Handleiding DocBase v1.8b, PDF-pagina 104."
DOC-0119;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.1 Waarom overlijden zorgvuldig moet worden verwerkt;Waarom overlijden zorgvuldig moet worden verwerkt?;Een overlijden is administratief gevoelig en menselijk gevoelig. Fouten kunnen pijnlijk zijn voor;Paragraaf;"Een overlijden is administratief gevoelig en menselijk gevoelig. Fouten kunnen pijnlijk zijn voor
nabestaanden. Denk aan post die nog aan een overleden persoon wordt gestuurd of een
kerkbijdrage die blijft doorlopen.
Overlijden heeft mogelijk gevolgen voor:
• ledenstatus;
• huishouden;
• partnerstatus;
• kerkelijke data;
• uitvaart;
• vrijwilligersfunctie;
• kerkbijdrage;
• debiteur;
• grafbeheer;
• correspondentie;
• KASKI;
• SILA.

Bron: Handleiding DocBase v1.8b, PDF-pagina 104."
DOC-0120;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.2 Bronnen voor overlijden;Hoe werkt / wat betekent: Bronnen voor overlijden?;Een overlijden kan bekend worden via:;Paragraaf;"Een overlijden kan bekend worden via:
• SILA-mutatie;
• familie;
• parochie;
• pastor;
• uitvaartmelding;
• overlijdensbericht;
• begraafplaatsadministratie;
• andere betrouwbare bron.
• Leg of controleer de bron volgens de afgesproken werkwijze.

Bron: Handleiding DocBase v1.8b, PDF-pagina 104."
DOC-0121;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.3 Stappenplan overlijden;Hoe werkt / wat betekent: Stappenplan overlijden?;Zoek de juiste persoon.;Paragraaf;"Zoek de juiste persoon.
• Controleer Rel-ID, geboortedatum en adres.
• Controleer of de persoon al als overleden staat.
• Controleer overlijdensdatum.
• Leg overlijden vast volgens de procedure.
• Controleer huishouden.
• Controleer partnerstatus.
• Controleer kerkelijke data.
• Controleer of een uitvaart geregistreerd moet worden.
• Controleer vrijwilligersfuncties.
• Controleer kerkbijdrage.
• Controleer debiteur.
• Controleer grafbeheer indien van toepassing.
• Controleer correspondentie.
• Controleer de ledenkaart na verwerking.

Bron: Handleiding DocBase v1.8b, PDF-pagina 105."
DOC-0122;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.4 Partner en huishouden;Hoe werkt / wat betekent: Partner en huishouden?;Bij overlijden van een partner moet het huishouden opnieuw logisch worden bekeken.;Paragraaf;"Bij overlijden van een partner moet het huishouden opnieuw logisch worden bekeken.
Controleer:
• blijft de partner op hetzelfde adres?
• moet burgerlijke staat worden aangepast?
• klopt de aanhef?
• moet correspondentie worden aangepast?
staat de overleden persoon nog actief in het huishouden?
heeft de overblijvende partner kerkbijdrage?
is er een debiteur op naam van de overledene?

Bron: Handleiding DocBase v1.8b, PDF-pagina 105."
DOC-0123;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.5 Kerkbijdrage na overlijden;Hoe werkt / wat betekent: Kerkbijdrage na overlijden?;Wanneer iemand overlijdt, moet worden gecontroleerd of er een kerkbijdrage-abonnement;Paragraaf;"Wanneer iemand overlijdt, moet worden gecontroleerd of er een kerkbijdrage-abonnement
loopt.
Mogelijke situaties:
• abonnement moet worden beëindigd;
• abonnement moet worden overgezet op partner;
• openstaande posten moeten blijven bestaan;
• debiteur moet worden gecontroleerd;
• incasso moet worden gestopt;
• Exact Online moet worden gecontroleerd.
De gebruiker moet niet zomaar financiële gegevens verwijderen. Bij twijfel altijd ticket maken.

Bron: Handleiding DocBase v1.8b, PDF-pagina 106."
DOC-0124;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.6 Vrijwilligersfunctie na overlijden;Hoe werkt / wat betekent: Vrijwilligersfunctie na overlijden?;Wanneer de overleden persoon vrijwilliger was, moet de vrijwilligersfunctie worden beëindigd of;Paragraaf;"Wanneer de overleden persoon vrijwilliger was, moet de vrijwilligersfunctie worden beëindigd of
historisch afgesloten.
Controleer:
• actieve taken;
• werkgroepen;
• rapportages;
• communicatiegroepen;
• contactlijsten.

Bron: Handleiding DocBase v1.8b, PDF-pagina 106."
DOC-0125;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.7 Grafbeheer;Hoe werkt / wat betekent: Grafbeheer?;Wanneer grafbeheer betrokken is, controleer dan of de persoon ook als overledene,;Paragraaf;"Wanneer grafbeheer betrokken is, controleer dan of de persoon ook als overledene,
rechthebbende of belanghebbende voorkomt.
Let op:
• iemand kan rechthebbende zijn op een graf en zelf overlijden;
• dan moet een opvolgende rechthebbende mogelijk worden geregistreerd;
• dit is niet altijd een eenvoudige ledenadministratieve wijziging.
• Maak bij twijfel een ticket voor grafbeheer.

Bron: Handleiding DocBase v1.8b, PDF-pagina 106."
DOC-0126;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.8 Veelgemaakte fouten bij overlijden;Hoe werkt / wat betekent: Veelgemaakte fouten bij overlijden?;"overlijden registreren op verkeerde persoon;";Paragraaf;"overlijden registreren op verkeerde persoon;
• overlijdensdatum verkeerd invoeren;
• partnerstatus niet controleren;
• kerkbijdrage laten doorlopen;
• vrijwilliger actief laten staan;
• uitvaart niet controleren;
• grafbeheer vergeten;
• debiteur niet controleren;
• nabestaanden onjuist aanschrijven.

Bron: Handleiding DocBase v1.8b, PDF-pagina 107."
DOC-0127;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 16 – Overlijden verwerken;16.9 Kwaliteitscheck overlijden;Hoe werkt / wat betekent: Kwaliteitscheck overlijden?;☐ Juiste persoon gecontroleerd.;Paragraaf;"☐ Juiste persoon gecontroleerd.
☐ Overlijdensdatum gecontroleerd.
☐ Huishouden gecontroleerd.
☐ Partner gecontroleerd.
☐ Kerkelijke data gecontroleerd.
☐ Uitvaart gecontroleerd indien relevant.
☐ Vrijwilligersfunctie gecontroleerd.
☐ Kerkbijdrage gecontroleerd.
☐ Debiteur gecontroleerd.
☐ Grafbeheer gecontroleerd indien relevant.
☐ Correspondentie gecontroleerd.

Bron: Handleiding DocBase v1.8b, PDF-pagina 107."
DOC-0128;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;Hoe werkt / wat betekent: Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Verschil tussen kerkverlater en administratieve uitschrijving;";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Verschil tussen kerkverlater en administratieve uitschrijving;
Waarom dit gevoelig is; Stappenplan kerkverlater; Stappenplan administratieve uitschrijving; en Veelgemaakte
fouten. Ook de overige paragrafen in dit hoofdstuk werken deze onderwerpen verder uit.

Bron: Handleiding DocBase v1.8b, PDF-pagina 107."
DOC-0129;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;17.1 Verschil tussen kerkverlater en administratieve uitschrijving;Hoe werkt / wat betekent: Verschil tussen kerkverlater en administratieve uitschrijving?;Een kerkverlater en een administratieve uitschrijving zijn niet hetzelfde.;Paragraaf;"Een kerkverlater en een administratieve uitschrijving zijn niet hetzelfde.
Een kerkverlater is iemand die kerkelijk niet langer als lid geregistreerd wil staan of een formele
kerkverlating heeft doorgegeven.
Een administratieve uitschrijving kan een administratieve correctie zijn, bijvoorbeeld omdat
iemand niet langer onder de betreffende administratie hoort, maar dat hoeft niet hetzelfde te zijn
als kerkverlating.
Dit onderscheid is belangrijk. Verwerk dit nooit op gevoel.

Bron: Handleiding DocBase v1.8b, PDF-pagina 107."
DOC-0130;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;17.2 Waarom dit gevoelig is;Waarom dit gevoelig is?;Kerkverlating raakt aan religieuze registratie. Dat is gevoelige informatie. Daarom moet de;Paragraaf;"Kerkverlating raakt aan religieuze registratie. Dat is gevoelige informatie. Daarom moet de
verwerking zorgvuldig, aantoonbaar en volgens de juiste procedure plaatsvinden.
Verkeerde verwerking kan leiden tot:
• onjuiste kerkelijke status;
• foutieve KASKI-cijfers;
• onterechte correspondentie;
• privacyklachten;
• herstelwerk;
• verwarring bij SILA-mutaties.

Bron: Handleiding DocBase v1.8b, PDF-pagina 108."
DOC-0131;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;17.3 Stappenplan kerkverlater;Hoe werkt / wat betekent: Stappenplan kerkverlater?;Controleer de melding of bron.;Paragraaf;"Controleer de melding of bron.
• Zoek de juiste persoon.
• Controleer Rel-ID, geboortedatum en adres.
• Controleer of er al een status aanwezig is.
• Volg de vastgestelde procedure.
• Controleer gevolgen voor huishouden.
• Controleer kerkbijdrage.
• Controleer vrijwilligersfunctie indien van toepassing.
• Controleer correspondentie.
• Maak bij twijfel een ticket.

Bron: Handleiding DocBase v1.8b, PDF-pagina 108."
DOC-0132;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;17.4 Stappenplan administratieve uitschrijving;Hoe werkt / wat betekent: Stappenplan administratieve uitschrijving?;Bepaal waarom administratieve uitschrijving nodig is.;Paragraaf;"Bepaal waarom administratieve uitschrijving nodig is.
• Controleer de juiste persoon.
• Controleer of de uitschrijving geen kerkverlating is.
• Verwerk volgens instructie.
• Controleer parochie, locatie en status.
• Controleer eventuele gekoppelde processen.
• Leg twijfelgevallen voor aan de helpdesk.

Bron: Handleiding DocBase v1.8b, PDF-pagina 108."
DOC-0133;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;17.5 Veelgemaakte fouten;Hoe werkt / wat betekent: Veelgemaakte fouten?;"kerkverlater en administratieve uitschrijving verwarren;";Paragraaf;"kerkverlater en administratieve uitschrijving verwarren;
• status aanpassen zonder bron;
• relatie verwijderen in plaats van status corrigeren;
• kerkbijdrage niet controleren;
• correspondentie niet controleren;
• SILA-gevolgen negeren;
• geen ticket maken bij twijfel.

Bron: Handleiding DocBase v1.8b, PDF-pagina 109."
DOC-0134;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 17 – Kerkverlater en administratieve uitschrijving;17.6 Kwaliteitscheck;Hoe werkt / wat betekent: Kwaliteitscheck?;☐ Bron gecontroleerd.;Paragraaf;"☐ Bron gecontroleerd.
☐ Juiste persoon gecontroleerd.
☐ Onderscheid kerkverlater/administratieve uitschrijving duidelijk.
☐ Procedure gevolgd.
☐ Kerkbijdrage gecontroleerd.
☐ Correspondentie gecontroleerd.
☐ Geen gegevens verwijderd zonder opdracht.
☐ Twijfel gemeld.

Bron: Handleiding DocBase v1.8b, PDF-pagina 109."
DOC-0135;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;Hoe werkt / wat betekent: Hoofdstuk 18 – Dubbele relaties en ontdubbelen?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Wat is een dubbele relatie?; Waarom dubbele relaties gevaarlijk";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Wat is een dubbele relatie?; Waarom dubbele relaties gevaarlijk
zijn; Niet zomaar verwijderen; Stappenplan vermoeden dubbele relatie; en Wat vermeldt u in het ticket?. Ook de
overige paragrafen in dit hoofdstuk werken deze onderwerpen verder uit.

Bron: Handleiding DocBase v1.8b, PDF-pagina 109."
DOC-0136;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;18.1 Wat is een dubbele relatie?;Wat is een dubbele relatie?;Een dubbele relatie betekent dat dezelfde persoon meer dan één keer in DocBase voorkomt.;Paragraaf;"Een dubbele relatie betekent dat dezelfde persoon meer dan één keer in DocBase voorkomt.
Dat kan ontstaan door:
• te snel nieuw aanmaken;
• verhuizing;
• naamvariant;
• huwelijk;
• oude administratie;
• samenvoeging;
• import;
• foutieve zoekactie;
• koppeling met financiële gegevens;
• grafbeheerregistratie.

Bron: Handleiding DocBase v1.8b, PDF-pagina 109."
DOC-0137;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;18.2 Waarom dubbele relaties gevaarlijk zijn;Waarom dubbele relaties gevaarlijk zijn?;Dubbele relaties kunnen leiden tot:;Paragraaf;"Dubbele relaties kunnen leiden tot:
• dubbele post;
• dubbele kerkbijdrage;
• foutieve KASKI-telling;
• verkeerde SILA-mutatie;
• onduidelijke kerkelijke data;
• debiteurproblemen;
• grafbeheerproblemen;
• verwarring bij vrijwilligers;
• foutieve selecties;
• onnodige helpdesktickets.

Bron: Handleiding DocBase v1.8b, PDF-pagina 110."
DOC-0138;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;18.3 Niet zomaar verwijderen;Hoe werkt / wat betekent: Niet zomaar verwijderen?;Een dubbele kaart mag niet zomaar worden verwijderd. Eerst moet worden bekeken welke;Paragraaf;"Een dubbele kaart mag niet zomaar worden verwijderd. Eerst moet worden bekeken welke
gegevens op beide kaarten staan.
Controleer per kaart:
• naam;
• geboortedatum;
• adres;
• huishouden;
• kerkelijke status;
• kerkelijke data;
• SILA-gegevens;
• kerkbijdrage;
• debiteur;
• vrijwilligersfunctie;
• grafbeheer;
• tickets of opmerkingen.
Misschien bevat kaart A de juiste persoonsgegevens, maar kaart B de kerkbijdrage. Of kaart A
bevat grafbeheer, terwijl kaart B de actuele ledenkaart is.

Bron: Handleiding DocBase v1.8b, PDF-pagina 110."
DOC-0139;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;18.4 Stappenplan vermoeden dubbele relatie;Hoe werkt / wat betekent: Stappenplan vermoeden dubbele relatie?;Zoek beide relaties.;Paragraaf;"Zoek beide relaties.
• Noteer beide Rel-ID’s.
• Vergelijk naam, geboortedatum en adres.
• Controleer huishouden.
• Controleer kerkelijke data.
• Controleer SILA-status.
• Controleer kerkbijdrage en debiteur.
• Controleer vrijwilligersfunctie.
• Controleer grafbeheer.
• Maak een ticket met beide Rel-ID’s.
• Wacht op beoordeling of instructie.

Bron: Handleiding DocBase v1.8b, PDF-pagina 111."
DOC-0140;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;18.5 Wat vermeldt u in het ticket?;Hoe werkt / wat betekent: Wat vermeldt u in het ticket??;Vermeld:;Paragraaf;"Vermeld:
• beide Rel-ID’s;
• namen;
• geboortedata;
• reden waarom u denkt dat het dezelfde persoon is;
• welke gegevens op kaart A staan;
• welke gegevens op kaart B staan;
• of er kerkbijdrage is;
• of er grafbeheer is;
• of er vrijwilligersfuncties zijn;
• eventuele schermafbeelding zonder overbodige gegevens.

Bron: Handleiding DocBase v1.8b, PDF-pagina 111."
DOC-0141;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;18.6 Veelgemaakte fouten;Hoe werkt / wat betekent: Veelgemaakte fouten?;"één kaart verwijderen;";Paragraaf;"één kaart verwijderen;
• gegevens handmatig overschrijven zonder samenhang;
• debiteur vergeten;
• kerkelijke data vergeten;
• grafbeheer vergeten;
• kaart met historie leegmaken;
• alleen op naam beoordelen;
• geen ticket maken.

Bron: Handleiding DocBase v1.8b, PDF-pagina 111."
DOC-0142;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 18 – Dubbele relaties en ontdubbelen;18.7 Kwaliteitscheck;Hoe werkt / wat betekent: Kwaliteitscheck?;☐ Beide Rel-ID’s genoteerd.;Paragraaf;"☐ Beide Rel-ID’s genoteerd.
☐ Naam en geboortedatum vergeleken.
☐ Adres vergeleken.
☐ Kerkelijke data gecontroleerd.
☐ SILA gecontroleerd.
☐ Kerkbijdrage/debiteur gecontroleerd.
☐ Vrijwilligers gecontroleerd.
☐ Grafbeheer gecontroleerd.
☐ Ticket gemaakt bij twijfel.

Bron: Handleiding DocBase v1.8b, PDF-pagina 112."
DOC-0143;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 19 – Relatie met SILA binnen de ledenadministratie;Hoofdstuk 19 – Relatie met SILA binnen de ledenadministratie;Hoe werkt / wat betekent: Hoofdstuk 19 – Relatie met SILA binnen de ledenadministratie?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom SILA belangrijk is voor ledenbeheer; Niet elke wijziging";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom SILA belangrijk is voor ledenbeheer; Niet elke wijziging
komt uit SILA; Openstaande SILA-mutaties; en Praktijkvoorbeeld.

Bron: Handleiding DocBase v1.8b, PDF-pagina 112."
DOC-0144;DocBase;Deel 05 – Ledenadministratie in DocBase;Hoofdstuk 19 – Relatie met SILA binnen de ledenadministratie;19.1 Waarom SILA belangrijk is voor ledenbeheer;Waarom SILA belangrijk is voor ledenbeheer?;SILA-mutaties helpen om de ledenadministratie actueel te houden. Toch moet een gebruiker;Paragraaf;"SILA-mutaties helpen om de ledenadministratie actueel te houden. Toch moet een gebruiker
altijd controleren wat een mutatie betekent.
Een SILA-mutatie kan gevolgen hebben voor:
• adres;
• overlijden;
• verhuizing;
• parochie;
• huishouden;
• status;
• correspondentie;
• KASKI;
• kerkbijdrage.

Bron: Handleiding DocBase v1.8b, PDF-pagina 112."
