ID;Systeem;Subthema;Categorie;Onderwerp;Omschrijving melding;Toelichting melding;Soort melding;Antwoord of oplossing
31;DocBase;RELATIES;01. Ledenadministratie;Koppelen van partners o.a. n.a.v. SILA-mutatie;Koppelen van partners o.a. n.a.v. SILA-mutatie;Pagina 29;FAQ;"Als twee leden met elkaar gehuwd zijn of samenwonen kunnen deze aan elkaar gekoppeld worden. Zo is het duidelijk dat deze partners bij elkaar horen. Om twee ledenkaarten te koppelen; 1. Open de ledenkaart van één van de partners. 2. Zoek in de ledenadministratie het Rel-ID van beide partners op 3. Open de ledenkaart van de ene partner 4. Klik op wijzigen 5. Vul het Rel-ID van de andere partner in bij Echtge(o)t(e) DocBase-ID 6. Klik OK op de ledenkaart. De link is nu ook meteen op de kaart van de ander gelegd. Dat betekent dus ook dat de koppeling dient te worden verwijderd bij een echtscheiding!!"
32;DocBase;RELATIES;01. Ledenadministratie;Overledenen zijn niet meer zichtbaar in de tab medebewoners;Overledenen zijn niet meer zichtbaar in de tab medebewoners;Pagina 29;FAQ;Omdat een overledene niet meer op het laatst bekende adres woont, is de overledene ook niet meer te zien onder de tab medebewoners. Wel is de naam en de link naar de kaart van de overledene op de ledenkaart van de nabestaande echtgenoot/echtgenote te zien.
33;DocBase;RELATIES;01. Ledenadministratie;Hoe moet ik de gegevens onder het tabblad medebewoners interpreteren?;Hoe moet ik de gegevens onder het tabblad medebewoners interpreteren?;Pagina 29;FAQ;Ga uit van een parochiaan en open de ledenkaart. Het tabblad (mede)bewoners bevat alle leden die op hetzelfde adres wonen als betreffende parochiaan, inclusief deze parochiaan zelf. Zelfde adres betekent: dezelfde postcode, straat, huisnummer, letter en huisnummertoevoeging. Dus als een huisnummer letter of toevoeging bekend is, is het aan te raden dat in te vullen. Letter en huisnummer-toevoeging is van belang voor o.a. verzorgingstehuizen.
34;DocBase;RELATIES;01. Ledenadministratie;Hoe vind ik parochianen die sinds een bepaalde datum in de parochie zijn komen wonen?;Hoe vind ik parochianen die sinds een bepaalde datum in de parochie zijn komen wonen?;Pagina 29;FAQ;Gebruik de “zoek & vind” functie waarbij gezocht kan worden op een datum in het veld “Bij geografisch parochie sinds:”. - Hier kan bijvoorbeeld een datum ingevuld worden vanaf wanneer nieuwe parochianen getoond moeten worden: Het voorbeeld levert de lijst van parochianen die vanaf 1 januari 2019 in de parochie wonen. - Een lijst van nieuwkomers in de periode van 1 januari tot en met 31 maart: LET OP!! Bovenstaande procedure gaat momenteel nog niet helemaal goed omdat bij verhuizingen binnen de parochie, de datum “bij geografisch parochie” ook wordt aangepast. Op de volgende manier kan een lijst gemaakt worden van nieuwkomers die via een SILA-mutatie zijn binnengekomen. - Selecteer tabel ‘97. Sila Mutaties rapportage’. - Klik ‘Zoek & Vind’ en klik vervolgens op ‘Uitgebreid zoeken’ - Vul in bij Type Mutatie = 50 Adreswijziging GBA (Nieuwkomer) - Kies bij Verwerkingsdatum de gewenste periode (bijvoorbeeld ‘vorige maand’) - Klik op ‘Vind nu!’
35;DocBase;RELATIES;01. Ledenadministratie;"Invoeren adres gegeven; gebruik de PostNL tabel";"Invoeren adres gegeven; gebruik de PostNL tabel";Pagina 30;FAQ;Als een nieuw lid wordt ingevoerd, gebruik dan de volgende instructie voor het invoeren van het adres: 1. Klik op het PostNL logo 2. Vul postcode en huisnummer in en klik op “Zoek Adres / PostCode” 3. Straatnaam en woonplaats wordt automatisch ingevuld. 4. Klik op OK
36;DocBase;RELATIES;01. Ledenadministratie;"Onbekend adres; hoe in DocBase in te voeren";"Onbekend adres; hoe in DocBase in te voeren";Pagina 31;FAQ;Als er een lid in DocBase moet worden aangemaakt waarvan het adres niet bekend is (bijvoorbeeld een spontane kerkbijdrage betaler waarvan alleen de naam op het bankafschrift staat en verder niet bekend is), kan het lid zonder adres worden ingevoerd. Zorg ervoor dat het veld “voorkeur parochie” en eventueel “Voorkeurlocatie” wordt ingevuld.
37;DocBase;RELATIES;01. Ledenadministratie;Hoe geef ik een lid een andere dan op basis van postcode - huisnummer toegewezen wijk/sectie/bezorgwijk;Hoe geef ik een lid een andere dan op basis van postcode - huisnummer toegewezen wijk/sectie/bezorgwijk;Pagina 31;FAQ;"! Voor leden die binnen uw parochie voor centrale administraties) of locatie (hybride en decentrale administratie) wonen (bijvoorbeeld voor bezorgers die in een andere wijk het parochieblad rondbrengen dan waar zij wonen). LET OP!! Als het adres van de betreffende persoon wordt aangepast, worden de wijkgegevens voor leden die in de parochie wonen aangepast op basis van de postcode en het huisnummer (geldt niet voor voorkeursparochianen). De alternatieve wijkindeling is dan vervallen; geografische wijkindeling wordt toegepast. Andere mogelijkheid is de parochiaan als voorkeurparochiaan te behandelen. 1. Open de ledenkaart 2. Klik op “wijzigen” 3. Klik op het loopje naast “Wijknaam” (1) 4. Klik op “Clear” (2) 5. Vul gegevens in om de wijk te kunnen selecteren; bijvoorbeeld wijknaam of bezorgwijk. De lijst mag ook leeggelaten worden, dan wordt de gehele lijst met wijken getoond. 6. Selecteer de gewenste wijk door het vakje aan de linkerkant aan te klikken (3) en klik op OK (4) 7. Klik op OK op de ledenkaart."
38;DocBase;RELATIES;01. Ledenadministratie;Wijkindeling voorkeurparochianen;Wijkindeling voorkeurparochianen;Pagina 32;FAQ;"Voor voorkeurparochianen geldt dat de wijkindeling niet wordt toegekend op basis van de tabel 07 Bezorging – wijkgegevens van de voorkeurparochie. 1. Voeg een regel toe aan de tabel 07. Bezorging – wijkindeling Als voorbeeld worden er 2 regels toegevoegd; er kunnen ook meerdere regels toegevoegd worden. In te vullen gegevens: LET OP! Vul geen postcode en huisnummerreeks in. 2. Klik op OK 3. Open de ledenkaart van de voorkeurparochiaan 4. Klik op wijzigen “Bezorgingen-ID” 5. Vul bij “Wijknaam” in: “voorkeur” en klik “Vind nu!” 6. Selecteer de gewenst regel (in dit voorbeeld is er maar 1 regel) en klik OK 7. Er staat nu bij “Bezorgingen-ID” een nummer en de wijkgegevens zijn ingevuld."
39;DocBase;RELATIES;01. Ledenadministratie;Aanmaken lijst met mensen die ouder zijn dan bepaalde leeftijd en in specifieke maand jarig zijn;Aanmaken lijst met mensen die ouder zijn dan bepaalde leeftijd en in specifieke maand jarig zijn;Pagina 34;FAQ;"1. Voorbeeld: Selecteer de parochianen die (in 2019) 75 jaar en ouder zijn en in een bepaalde maand (voorbeeld september) geboren zijn. Hiermee worden de overledenen en (lokale)relaties uitgesloten. Let op: de lijst bevat ook de mensen hebt die voorkeur elders zijn. 2. Voor het uitsluiten van leden die voorkeur elders zijn onderstaande aan de selectie toe voegen. Het is niet mogelijk om in één keer zowel de mensen die in de parochie wonen en geen voorkeur lid elders zijn als de mensen die elders wonen en voorkeur lid in uw parochie zijn te selecteren. Dit zal dan in twee slagen gedaan moeten worden en dan de twee Excel bestanden samenvoegen. a. De ene lijst (wonen geografische parochiaan en GEEN voorkeur elders) aan bovenstaande selectie (uitgebreid zoeken) onderstaande toevoegen. LET OP : het voorbeeld gaat uit van een centrale administratie. Heeft u een hybride of decentrale administratie, vul dan het Kaskinummer in bij geografisch locatienummer: b. Ten behoeve van de lijst met voorkeurparochianen aan bovenstaande selectie (uitgebreid zoeken) onderstaande toevoegen. LET OP : het voorbeeld gaat uit van een centrale administratie. Heeft u een hybride of decentrale administratie, vul dan het Kaskinummer in bij Voorkeur locatienummer: 3. Het bepalen van de leeftijd wordt in Excel gedaan. a. Zet eerst de kolom Geboortedatum om naar de in Nederland standaard datum aanduiding; zie hoofdstuk “2.2. Bij export vanuit DocBase komt een datum in Excel als tekst te staan”. b. Voeg naast de kolom “Geboortedatum” een extra kolom toe c. Plaats in de 2e regel van de toegevoegde kolom (in het voorbeeld AH2) de volgende formule: =2019-(JAAR(AG2)) (AG is de kolom waar de geboortedatum staat, Geboortedatum (dus de kolom waarnaar verwezen moet worden; zou een andere kolom dan AG kunnen zijn). Kopieer de formule naar beneden."
40;DocBase;RELATIES;01. Ledenadministratie;Relatiestatus ‘lokale relatie’ of ‘parochiaan’?;Relatiestatus ‘lokale relatie’ of ‘parochiaan’?;Pagina 36;FAQ;U kunt een lid aanmaken met Relatiestatus “(lokale) relatie”. Maar wat is het verschil tussen een (lokale) relatie en een Parochiaan? Een (lokale) relatie is alleen zichtbaar voor de parochie/locatie welke dit lid aanmaakt. De geografische gegevens worden niet ingevuld. Deze persoon hoeft niet persé lid te zijn van de Rooms-Katholieke kerk maar u wilt dit lid registreren om andere reden (bijv. de directeur van de plaatselijke Basisschool omdat deze het parochieblad wenst te ontvangen of een grafdelver). Een (lokale) relatie mag niet aangemeld worden bij SILA. Een aanmelding zorgt ervoor dat de Relatiestatus gewijzigd wordt in “Parochiaan” en de geografische gegevens worden ingevuld. Het lid is nu ook zichtbaar voor de geografische parochie/locatie. (Dat het lid bij een SILA-aanmelding zichtbaar wordt voor de geografische parochie is zo ingericht omdat een lid dat zich wil laten uitschrijven bij SILA zich dient te wenden tot de parochie waar hij/zij woont. Dan is het dus belangrijk dat dit lid wel zichtbaar is voor de geografische parochie). Wijzig de Relatiestatus dus niet van “Parochiaan” naar “(lokale) relatie”. De geografische gegevens blijven immers ingevuld. Als dit lid bij SILA is aangemeld en er volgt een SILA-mutatie (bijv. adreswijziging) wordt de Relatiestatus weer gewijzigd in “Parochiaan”. (lokale) relatie Parochiaan Niet aanmelden bij SILA Kan wel/niet aangemeld zijn bij SILA Alleen zichtbaar voor de parochie/locatie welke deze heeft aangemaakt (op basis van het veld Kaskinr. Registrator) Zichtbaar voor de geografische parochie (welke wordt bepaald a.d.h.v. de postcode)
41;DocBase;RELATIES;01. Ledenadministratie;Het veld Kaskinr. Registrator;Het veld Kaskinr. Registrator;Pagina 37;FAQ;Dit veld zorgt ervoor dat een nieuw aangemaakt lid met de Relatiestatus (lokale) relatie of (lokale) organisatie zichtbaar is voor de parochie/locatie welke dit lid aanmaakt. (immers de geografische parochiegegevens worden niet ingevuld). Bij de conversie vanuit Navision is het veld Kaskinr. Registrator ook gebruikt om leden die niet in de betreffende parochie woonden zichtbaar te maken voor die parochie (anders dan via voorkeursgegevens). Anders zou dit lid alleen zichtbaar zijn geweest voor de geografische parochie. Dit gaf de betreffende parochie de tijd om dit lid alsnog als voorkeurslid aan te melden. Nu wordt bij zo’n lid in geval van verhuizing het veld Kaskinr.Registrator automatisch leeggemaakt. Het veld Kaskinr. Registrator kan niet zonder meer worden leeggemaakt omdat er waarschijnlijk nog steeds parochies zijn die ledenkaarten op basis van dit veld zien maar er nog geen voorkeurslid van hebben gemaakt. Parochies die melden dat ze op basis van Kaskinr.Registrator leden zien die niet tot hun parochie behoren kunnen dit melden. Per parochie kunnen we dit veld dan leegmaken voor wat betreft de leden met Relatiestatus Parochiaan.
42;DocBase;RELATIES;01. Ledenadministratie;Moet een IBAN verplicht ingevuld worden?;Moet een IBAN verplicht ingevuld worden?;Pagina 37;FAQ;Bij het aanmaken van een kerkbijdrage abonnement in DocBase is het IBAN van de parochiaan niet persé noodzakelijk. Voor incasso’s is het uiteraard wel noodzakelijk het IBAN op te geven.
43;DocBase;RELATIES;01. Ledenadministratie;Opschonen ledenadministratie;Opschonen ledenadministratie;Pagina 37;FAQ;Om goede selecties te kunnen maken voor bijv. de Actie Kerkbalans is het belangrijk dat uw ledenadministratie is opgeschoond. Hier ligt een duidelijke taak voor u als ledenadministrateur. In het document Opschonen ledenadministratie DocBase vindt u informatie hoe u dit opschonen kunt doen. Deze procedure vindt u in DocBase – 01. Instructies – blauwe link – tabblad ‘Documentatie’.
44;DocBase;RELATIES;02. Kerkelijke data;Kerkelijke data toevoegen voor iemand buiten de parochie die geen voorkeurlid is;Kerkelijke data toevoegen voor iemand buiten de parochie die geen voorkeurlid is;Pagina 38;FAQ;Zie hoofdstuk Uitzonderingen:
45;DocBase;RELATIES;03. Debiteuren;Wanneer een debiteur aan te maken?;Wanneer een debiteur aan te maken?;Pagina 38;FAQ;Voor iedere kerkbijdrage betaler dient u in DocBase een kerkbijdrage abonnement aan te maken. Hierbij is het van belang dat u de juiste gegevens met betrekking tot abonnement soort, betalingswijze, eventueel bedrag en ingangsdatum invult. Het bankrekeningnummer moet (met uitzondering van kasbetalers) in de ledenkaart ingevuld zijn. Bij het aanmaken van een incassoabonnement controleert DocBase of er een debiteur is aangemaakt. Als dat zo is, wordt het abonnement aan de debiteur gekoppeld. Alleen bij automatische incasso abonnementen wordt er een debiteur aangemaakt als deze er nog niet is. Voor alle andere abonnementen geldt dat de debiteur handmatig moet worden aangemaakt.
46;DocBase;RELATIES;03. Debiteuren;Hoe werkt de koppeling tussen Exact Online en DocBase?;Hoe werkt de koppeling tussen Exact Online en DocBase?;Pagina 38;FAQ;Een debiteur is nodig voor de koppeling met Exact Online. Als er in DocBase een debiteur wordt aangemaakt, worden de gegevens aan Exact Online doorgegeven. In Exact Online wordt een Relatie en een toewijzingsregel aangemaakt. In de toewijzingsregel wordt het rekeningnummer (IBAN) geplaatst. Als er in Exact Online kerkbijdrage inkomsten worden geboekt, wordt op basis van het IBAN waarvan het geld afkomstig is, het bedrag via de toewijzingsregel aan de betreffende relatie toegewezen. In de nacht wordt het totaalbedrag dat in het jaar is betaald in DocBase bijgewerkt.
47;DocBase;RELATIES;04. Abonnementen;Iemand wil geen parochieblad ontvangen;Iemand wil geen parochieblad ontvangen;Pagina 38;FAQ;In DocBase wordt het bepalen of iemand een parochieblad wil ontvangen geregeld via abonnementen. Als iemand geen parochieblad wil ontvangen, zorg er dan voor dat de persoon geen abonnement heeft. In DocBase kan een einddatum worden ingevuld zodat vooraf te bepalen is wanneer het verzenden van een parochieblad moet stoppen. Dit wordt gebruikt als bijvoorbeeld een nieuwkomer voor een jaar lang het parochieblad krijgt.
48;DocBase;RELATIES;04. Abonnementen;Beëindig een lopend abonnement;Beëindig een lopend abonnement;Pagina 38;FAQ;1. Open het abonnement 2. Klik op “wijzigen” 3. Verander “Status abonnement” in “Beëindigd” (1) 4. Vul de einddatum in. LET OP!! In geval van een automatische incasso moet de einddatum zorgvuldig gekozen worden. Neem als datum de laatste dag van de periode die geïncasseerd is. U kunt dit controleren in Exact Online tot welke datum is gefactureerd (zie veld ‘gefactureerd t/m’) Ga in Exact naar abonnementen – overzicht en klik op het abonnementnummer: Voorbeeld: a. Maandincasso: incasso is ingegaan op 01-01-2019 frequentie is maand Lid wil vanaf augustus 2019 niet meer betalen Vul bij Beëindiging abonnement in: 31-07-2019 b. Kwartaal incasso: incasso is ingegaan op 01-01-2019 frequentie is kwartaal Lid wil na de incasso van oktober niet meer betalen Vul bij Beëindiging abonnement in: 31-12-2019 (de incasso zou in januari 2020 weer worden uitgestuurd, dus 31-12-2019)
49;DocBase;RELATIES;04. Abonnementen;Kerkbijdrage abonnementen omzetten naar nabestaande partner;Kerkbijdrage abonnementen omzetten naar nabestaande partner;Pagina 40;FAQ;"1. Beëindig het abonnement dat aan de overledene is gekoppeld. 2. Zorg ervoor dat het juiste bankrekeningnummer op de ledenkaart van de nabestaande is ingevuld. 3. Hang de debiteur van de overledene om naar de ledenkaart van de nabestaande. Dit doet u door bij de debiteur op Wijzigen te klikken en daarna in het veld Lid Docbase-ID het lidnummer van de nabestaande in te vullen. Hierdoor wordt zowel de debiteur als ook de betaalhistorie overgezet naar de nabestaande. 4. Maak bij de nabestaande een nieuw abonnement aan, startend één dag later dan de beëindigingsdatum van het abonnement bij de overledene. Hiermee wordt alleen de betaalhistorie van Exact Online overgezet, niet de betaalhistorie uit Navision. In Exact wordt de tenaamstelling van de debiteur aangepast. LET OP; doe dit alleen als het gaat om een echtpaar dat al meerdere jaren samen was en waar de intentie altijd is geweest dat de betaalde kerkbijdrage voor beide was. De kerkbijdrage zal dan vaak via hetzelfde bankrekening (een en/of- rekening) betaald worden. (Maak eventueel bij de debiteur in Exact bij Opmerkingen een aantekening dat de kerkbijdragehistorie is overgedragen.) Als dit niet het geval is volg dan stap 1. Stap 2 en 3 niet uitvoeren maar in plaats daarvan voegt u het bankrekeningnummer van de nabestaande in en maakt u een nieuwe debiteur aan bij de nabestaande. Daarna kunt u stap 4. uitvoeren. Neem bij twijfel contact op met de Helpdesk."
50;DocBase;RELATIES;04. Abonnementen;Kan een abonnement gecorrigeerd worden?;Kan een abonnement gecorrigeerd worden?;Pagina 40;FAQ;Heeft u een abonnement aangemaakt waarin u een fout heeft gemaakt, dan kunt u de fout niet meer in dat abonnement herstellen. Een correctie van een abonnement kan alleen door het foutieve abonnement te beëindigen en een nieuw abonnement aan te maken. Beëindigen van een abonnement, zie hoofdstuk 0 Beëindig een lopend abonnement. Na beëindiging van het foutieve abonnement kan het abonnement verwijderd worden.
51;DocBase;RELATIES;04. Abonnementen;Hoe herstel ik een fout in een abonnement?;Hoe herstel ik een fout in een abonnement?;Pagina 40;FAQ;Indien bij het aanmaken van een abonnement een fout is gemaakt, moet het abonnement beëindigd worden en een nieuw abonnement worden aangemaakt.
52;DocBase;RELATIES;04. Abonnementen;Wat betekend Expiratiedatum in het formulier voor abonnementen?;Wat betekend Expiratiedatum in het formulier voor abonnementen?;Pagina 40;FAQ;"Dit veld kan gebruikt worden om aan te geven wanneer het abonnement naar verwachting wordt beëindigd. Deze datum heeft echter geen invloed op de abonnement-einddatum; hiervoor moet het veld “Beëindigingsdatum abonnement” worden ingevuld. Is er een expiratiedatum ingevuld voor een incasso abonnement, dan loopt de incasso ook na de expiratiedatum door, tenzij er ook een “Beëindigingsdatum abonnement” is ingevuld."
53;DocBase;RELATIES;04. Abonnementen;Kan ik Bankrekeningnummer en NAW gegevens van een debiteur/incasso abonnement aanpassen?;Kan ik Bankrekeningnummer en NAW gegevens van een debiteur/incasso abonnement aanpassen?;Pagina 41;FAQ;Ja, dat kan. Aanpassingen in NAW-gegevens, IBAN en emailadressen die in DocBase worden gedaan, worden naar Exact Online overgezet. LET OP: Als het primaire bankrekeningnummer van een incasso betaler wordt aangepast, moet er in Exact Online nog een handmatige aanpassing gedaan worden!! Zie 3.9.1 Als een gebruiker een IBAN ingeeft e/o muteert bij 01. Ledenadministratie moet dit ingegeven worden ZONDER spaties. Als dit met spaties gebeurt worden deze met spaties doorgegeven aan Exact, wordt er een toewijzingsregel aangemaakt met spaties in Exact en kan een ontvangen KB niet door Exact herkend worden (immers, de bank gebruikt het IBAN ZONDER spaties in haar bankmutaties). Exact zal dan de ontvangen KB niet herkennen en op een tussenrekening plaatsen (ipv op 8000). Als een gebruiker in DocBase het IBAN ingeeft met spaties zal overnacht door een script wat er draait de spaties worden verwijderd en lijkt het visueel of het IBAN is ingegeven zonder spaties. Maar als je dan op het + teken klikt voor het veld ziet u de ingave van de gebruiker.
54;DocBase;RELATIES;04. Abonnementen;Aanpassing van het bankrekeningnummer van een machtiging;Aanpassing van het bankrekeningnummer van een machtiging;Pagina 41;FAQ;Uit te voeren in Exact Online: Pad in Exact: Relaties Klanten Overzicht. - Zoek naar de relatie (met nummer of naam) en klik eenmaal op de button “Vernieuwen”. - Klik op de naam van de relatie. - Scroll naar “Machtigingen” en klik op “Nieuwe toevoegen” en vul in zoals onder aangegeven. Rode pijl: type in het veld “Omschrijving” het woord IN Paarse pijl: zet vink in dit veld Groen pijl: klik op de button Opslaan Bij de andere mandaat referentie wordt automatisch het vinkvinkje bij Hoofd verwijderd.
55;DocBase;RELATIES;04. Abonnementen;Voorbereiding om voor het eerst te gaan werken met Automatische Incasso’s;Voorbereiding om voor het eerst te gaan werken met Automatische Incasso’s;Pagina 42;FAQ;Indien u start met het incasseren van kerkbijdragen, is het goed vooraf door IPAL te laten checken of de instellingen in DocBase juist zijn. In DocBase moet per locatie namelijk de betaalconditie (bepaald welke rekening de incasserende rekening is) en kostenplaats worden aangegeven. Dit moet goed zijn ingericht VOORDAT de eerste incasso abonnementen worden aangemaakt. Om dit te laten controleren kunt u in DocBase een ticket aanmaken. Geef hierbij in de omschrijving van het ticket aan: Locatie Kaskinummer en incasserende bankrekening.
56;DocBase;RELATIES;04. Abonnementen;Abonnement aanmaken voor iemand buiten de parochie die geen voorkeurs lid is;Abonnement aanmaken voor iemand buiten de parochie die geen voorkeurs lid is;Pagina 42;FAQ;Zie hoofdstuk Fout! Verwijzingsbron niet gevonden. .
57;DocBase;RELATIES;04. Abonnementen;Periodieke gift;Periodieke gift;Pagina 42;FAQ;De abonnementsoort ‘Periodieke gift’ wordt nooit doorgezet naar ExactOnline, zelfs niet met betalingswijze ‘automatische incasso’. U gebruikt deze abonnementsoort dus enkel ter registratie in DocBase. Als de parochiaan de periodieke gift via automatische incasso wil voldoen, maak dan tevens een incasso-abonnement aan.
58;DocBase;RELATIES;05. Overzicht kerkbijdrage;Hoe maak ik een overzicht van de bedragen die de laatste 5 jaar zijn betaald;Hoe maak ik een overzicht van de bedragen die de laatste 5 jaar zijn betaald;Pagina 42;FAQ;Momenteel is geen standaardoverzicht beschikbaar in DocBase. Indien gewenst kunt u via een helpdesk ticket een verzoek indienen en zal IPAL dit overzicht (in Excelformat) aanleveren.
59;DocBase;RELATIES;06. Vrijwilligers;06. Vrijwilligers;06. Vrijwilligers;Pagina 42;FAQ;Zie ook 13. Werkgroepstructuur. In de instructies vindt u het document Opzet werkgroep structuur Parochies i.v.m. vrijwilligers met een advies hoe u de vrijwilligers en werkgroepstructuur kunt inrichten.
60;DocBase;RELATIES;06. Vrijwilligers;Vrijwilligerstaak aanmaken voor iemand buiten de parochie die geen voorkeurlid is;Vrijwilligerstaak aanmaken voor iemand buiten de parochie die geen voorkeurlid is;Pagina 42;FAQ;Zie hoofdstuk Uitzonderingen:
61;DocBase;RELATIES;07. Bezorging - wijkgegevens;Toekennen en beheer wijk-informatie;Toekennen en beheer wijk-informatie;Pagina 43;FAQ;"• Inrichting van wijken wordt bepaald in tabel 07. Bezorging en wijkgegevens. Als gegevens van de wijk moeten worden aangepast, doe dit dan in deze tabel en niet op de ledenkaart. • Postcode en huisnummer van woonadres bepaalt welke wijkgegevens worden toegekend. Echter, als op ledenkaart de velden postadres zijn gevuld, worden de wijkgegevens op basis van het postadres bepaald. • Per postcode – huisnummerreeks wordt de wijk, sectie, bezorgwijk, bezorger en contactpersoon aangegeven. • Het is hierbij niet nodig om voor oneven en even huisnummers een regel op te nemen. Wel noodzakelijk het veld “huisnr. vanaf” en “huisnr. tot en met” in te vullen. • Bij wijziging van tabel 07. Bezorging en wijkgegevens worden meteen op de ledenkaart bijgewerkt. • Aanpassen van wijkgegevens op de leden kaart (voor geografische parochianen) heeft geen zin; wordt weer op de waarde van tabel 07 gezet."
62;DocBase;RELATIES;07. Bezorging - wijkgegevens;Nieuwe postcodes in parochie;Nieuwe postcodes in parochie;Pagina 43;FAQ;• Komen er bijvoorbeeld n.a.v. nieuwbouw nieuwe postcodes bij, dan postcode huisnummerreeks aan de 07. tabel toevoegen Maak een zoekcriterium aan om te checken of er nieuwe postcodes zijn toegekend: o Open de ledenadministratie o Klik op “Zoek en vind” o Klik op “Uitgebreid zoeken” o Vul in geval van een centrale administratie het Kaski nummer in bij Geografisch parochienummer (2) Vul in geval van een hybride of decentrale administratie het Kaski nummer in bij Geografisch locatienummer (3) o Selecteer bij Wijk, Sectie of Bezorgwijk (welke u voor uw parochie gebruikt) de selectie “Is leeg” o Klik op “Vind nu!” o U krijgt nu en lijst met leden die op een adres wonen waarvan de postcode met het huisnummer niet in de tabel 07. Bezorging – wijkgegevens voorkomt. Vul de lijst aan met de gegevens voor de betreffende postcode en huisnummer reeks. Het is hierbij niet nodig om voor oneven en even huisnummers een regel op te nemen. Wel noodzakelijk het veld “huisnr. vanaf” en “huisnr. tot en met” in te vullen.
63;DocBase;RELATIES;09. Grafbeheer;Hoe voeg ik een Graf en Begravingen toe.;Hoe voeg ik een Graf en Begravingen toe.;Pagina 44;FAQ;(We gaan ervan uit dat bij 08. Begraafplaats de gegevens van de begraafplaats en bij 09. Grafbeheer de graven al aanwezig zijn. Als dit niet het geval is dan kunt u contact opnemen met de Helpdesk voor het laten inlezen van een importbestand.) Bij een nieuwe begraving zoekt u bij 09. Grafbeheer het betreffende graf op middels Zoek&Vind. Vink het graf aan en klik op Wijzigen. Kijk alle velden na en wijzig waar nodig. Bij het veld Rechthebbende DocBase-ID kunt u met behulp van het vergrootglas de rechthebbende zoeken in de landelijke ledenadministratie. Wanneer de rechthebbende in de ledenadministratie is gevonden (rechthebbende DocBase-ID is gevuld) en het lid is SILA aangemeld dan wordt de rechthebbende info op de grafkaart automatisch bijgewerkt in geval van een SILA mutatie. Indien de rechthebbende niet voorkomt in de ledenadministratie (of u kunt deze niet vinden) kunt u ook volstaan met het invullen van alle overige velden van de rechthebbende. De rechthebbende hoeft dus niet als lid of lokale relatie aan de ledenadministratie te worden toegevoegd. ( Dit in tegenstelling tot hetgeen in de instructiefilmpjes gesteld wordt .) Het is verleidelijk om wel een lid aan te maken en deze aan te melden bij SILA om zodoende altijd correct adresgegevens van deze rechthebbende te hebben. Doe dit echter niet zonder duidelijke uitleg aan en met toestemming van de rechthebbende. U meldt hiermee immers deze persoon aan als lid van de Rooms-Katholieke kerk. Voor meer informatie over SILA ga naar www.sila.nl . Wanneer bij een graf rechthebbende informatie wordt toevoegt of gewijzigd, is deze informatie ook zichtbaar bij de aan dat graf gekoppelde begravingen. Dit geldt zowel voor actuele als historische begravingen. (De rechthebbende informatie bij historische begravingen is om die reden mogelijk niet correct.) Nadat u alle gegevens heeft ingevuld bij het Graf klikt u op OK. Ga nu naar het tabblad Begravingen. Klik op Nieuw+ om een nieuwe begraving toe te voegen. De overledene kan met het groene vergrootglas in de landelijke ledenadministratie gezocht worden. Als de overledene niet voorkomt in de ledenadministratie (of u kunt deze niet vinden) kunt u volstaan met het invullen van de overige velden van de overledene
64;DocBase;RELATIES;09. Grafbeheer;Expiratiedatum grafrecht;Expiratiedatum grafrecht;Pagina 45;FAQ;Als bij een graf een nieuwe expiratiedatum grafrecht wordt ingegeven dan wordt deze datum zowel bij actuele als bij historische begravingen weergegeven. (De expiratiedatum bij historische begravingen is om die reden mogelijk niet correct.)
65;DocBase;RELATIES;09. Grafbeheer;Selectie van graven waarvan de grafrechten zijn verlopen;Selectie van graven waarvan de grafrechten zijn verlopen;Pagina 45;FAQ;"U kunt eenvoudig zien welke graven de komende 1,5 jaar komen te vervallen. Ga naar 08. Begraafplaatsen en klik op de begraafplaatsnaam. U ziet nu diverse tabbladen. Onder het tabblad Expiratiedatum =<1.5 jaar. (Let op; graven met een Expiratiedatum grafrecht in het verleden zijn hier niet zichtbaar. DocBase gaat ervan uit dat u dan al actie heeft ondernomen). U kunt ook zelf een selectie maken van graven die in een bepaalde periode verlopen. Ga hiervoor naar 09. Grafbeheer. Klik op Zoek&Vind. Vul bij Expiratiedatum grafrecht bijv. Dit jaar in."
66;DocBase;RELATIES;09. Grafbeheer;Ruimen graf;Ruimen graf;Pagina 46;FAQ;"Ga naar 09. Grafbeheer en verwijder het grafaktenummer bij het te ruimen graf. Zet de gebruiksstatus op ""Te ruimen"". Als het graf dan daadwerkelijk geruimd is (daar kan een periode tussen zitten) vult u bij de Begravingen de ruimingsdatum in. Vul bij begravingen de ruimingsdatum in om de begraving te verplaatsen naar het tabblad Begravingen (historie). Dit kunt u op 2 momenten doen (deze keuze is aan de parochie): - het graf is fysiek geruimd - òf wanneer de grafrechten zijn beëindigd Controleer op de grafkaart van het geruimde graf de velden met betrekking tot rechthebbende informatie en maak deze zo nodig leeg. Het is aan de parochie welke Gebruiksstatus dit graf na de ruiming krijgt (vrij indien er weer begraven kan worden of een andere keuze). Als na enige tijd op dezelfde plek een begraving plaatsvindt kunt u hetzelfde graf gebruiken en er een nieuwe Begraving aan toe voegen. Gebruiksstatus van het graf kan dan naar ""In gebruik""."
